            0.0004, 0.0004, 0.0004, 0.0004, 0.0004, 0.0004, 0.0632, 0.0632, 0.0632, 0.0632,
            0.0632, 0.0632, 0.0632, 0.0293, 0.0293, 0.0293, 0.0293, 0.0293, 0.0293, 0.0293,
            0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0143, 0.0143, 0.0143,
            0.0143, 0.0143, 0.0143, 0.0143, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028,
            0.0028, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0047, 0.0047,
            0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286,
            0.1286, 0.1286, 0.0089, 0.0089, 0.0089, 0.0089, 0.0089, 0.0089, 0.0089, 0.0609,
            0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0677, 0.0677, 0.0677, 0.0677,
            0.0677, 0.0677, 0.0677, 0.0054, 0.0054, 0.0054, 0.0054, 0.0054, 0.0054, 0.0054,
            0.0053, 0.0053, 0.0053, 0.0053, 0.0053, 0.0053, 0.0053, 0.1286, 0.1286, 0.1286,
            0.1286, 0.1286, 0.1286, 0.1286, 0.0072, 0.0072, 0.0072, 0.0072, 0.0072, 0.0072,
            0.0072, 0.0018, 0.0018, 0.0018, 0.0018, 0.0018, 0.0018, 0.0018, 0.0046, 0.0046,
            0.0046, 0.0046, 0.0046, 0.0046, 0.0046, 0.0086, 0.0086, 0.0086, 0.0086, 0.0086,
            0.0086, 0.0086, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.0011,
            0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.0089, 0.0089, 0.0089, 0.0089,
            0.0089, 0.0089, 0.0089, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609,
            0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0054, 0.0054, 0.0054,
            0.0054, 0.0054, 0.0054, 0.0054, 0.0632, 0.0632, 0.0632, 0.0632, 0.0632, 0.0632,
            0.0632, 0.0293, 0.0293, 0.0293, 0.0293, 0.0293, 0.0293, 0.0293, 0.0361, 0.0361,
            0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0143, 0.0143, 0.0143, 0.0143, 0.0143,
            0.0143, 0.0143, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0474,
            0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0099, 0.0099, 0.0099, 0.0099,
            0.0099, 0.0099, 0.0099, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044,
            0.0051, 0.0051, 0.0051, 0.0051, 0.0051, 0.0051, 0.0051, 0.0091, 0.0091, 0.0091,
            0.0091, 0.0091, 0.0091, 0.0091, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643,
            0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0028, 0.0028,
            0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068,
            0.0068, 0.0068, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.1286,
            0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.0089, 0.0089, 0.0089, 0.0089,
            0.0089, 0.0089, 0.0089, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609,
            0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0054, 0.0054, 0.0054,
            0.0054, 0.0054, 0.0054, 0.0054, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812,
            0.0812, 0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0099, 0.0099,
            0.0099, 0.0099, 0.0099, 0.0099, 0.0099, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044,
            0.0044, 0.0044, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0474,
            0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0474, 0.0099, 0.0099, 0.0099, 0.0099,
            0.0099, 0.0099, 0.0099, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044,
            0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0812, 0.0474, 0.0474, 0.0474,
            0.0474, 0.0474, 0.0474, 0.0474, 0.0099, 0.0099, 0.0099, 0.0099, 0.0099, 0.0099,
            0.0099, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0044, 0.0046, 0.0046,
            0.0046, 0.0046, 0.0046, 0.0046, 0.0046, 0.0086, 0.0086, 0.0086, 0.0086, 0.0086,
            0.0086, 0.0086, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.0011,
            0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.0028, 0.0028, 0.0028, 0.0028,
            0.0028, 0.0028, 0.0028, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068,
            0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.1286, 0.1286, 0.1286,
            0.1286, 0.1286, 0.1286, 0.1286, 0.0089, 0.0089, 0.0089, 0.0089, 0.0089, 0.0089,
            0.0089, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0609, 0.0677, 0.0677,
            0.0677, 0.0677, 0.0677, 0.0677, 0.0677, 0.0054, 0.0054, 0.0054, 0.0054, 0.0054,
            0.0054, 0.0054, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.0079,
            0.0079, 0.0079, 0.0079, 0.0079, 0.0079, 0.0079, 0.0059, 0.0059, 0.0059, 0.0059,
            0.0059, 0.0059, 0.0059, 0.0004, 0.0004, 0.0004, 0.0004, 0.0004, 0.0004, 0.0004,
            0.0632, 0.0632, 0.0632, 0.0632, 0.0632, 0.0632, 0.0632, 0.0293, 0.0293, 0.0293,
            0.0293, 0.0293, 0.0293, 0.0293, 0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0361,
            0.0361, 0.0143, 0.0143, 0.0143, 0.0143, 0.0143, 0.0143, 0.0143, 0.0028, 0.0028,
            0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068,
            0.0068, 0.0068, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.1286,
            0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.0051, 0.0051, 0.0051, 0.0051,
            0.0051, 0.0051, 0.0051, 0.0091, 0.0091, 0.0091, 0.0091, 0.0091, 0.0091, 0.0091,
            0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643,
            0.0643, 0.0643, 0.0643, 0.0643, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028,
            0.0028, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0047, 0.0047,
            0.0047, 0.0047, 0.0047, 0.0047, 0.0047, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286,
            0.1286, 0.1286, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0028, 0.0068,
            0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0068, 0.0047, 0.0047, 0.0047, 0.0047,
            0.0047, 0.0047, 0.0047, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286, 0.1286,
            0.0051, 0.0051, 0.0051, 0.0051, 0.0051, 0.0051, 0.0051, 0.0091, 0.0091, 0.0091,
            0.0091, 0.0091, 0.0091, 0.0091, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643,
            0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 0.0643, 1.0392, 0.0283,
            1.0244, 0.0302, 1.0088, 0.032, 0.9925, 0.0338, 0.9756, 0.0355, 0.9582, 0.037,
            1.0723, 0.0308, 1.0557, 0.0325, 1.0384, 0.0341, 1.0206, 0.0356, 1.0023, 0.0371,
            0.9835, 0.0384, 1.0392, 0.0339, 1.0215, 0.035, 1.0034, 0.0361, 0.9852, 0.0371,
            0.9667, 0.0381, 0.9482, 0.039, 1.0392, 0.0407, 1.0179, 0.0411, 0.9968, 0.0415,
            0.976, 0.0419, 0.9554, 0.0423, 0.935, 0.0427, 1.2727, 0.0548, 1.2375, 0.0545,
            1.2035, 0.0542, 1.1707, 0.054, 1.1388, 0.0538, 1.1079, 0.0537, 1.0392, 0.0458,
            1.0152, 0.0459, 0.9917, 0.0461, 0.9687, 0.0463, 0.946, 0.0466, 0.9238, 0.0469,
            1.2727, 0.0454, 1.2436, 0.0462, 1.2146, 0.0469, 1.1859, 0.0477, 1.1574, 0.0485,
            1.1292, 0.0493, 1.1384, 0.0269, 1.123, 0.028, 1.1071, 0.0292, 1.0909, 0.0304,
            1.0742, 0.0317, 1.057, 0.033, 0.9658, 0.0107, 0.9606, 0.0114, 0.955, 0.0122,
            0.9492, 0.013, 0.943, 0.0139, 0.9364, 0.0148, 1.0392, 0.0321, 1.0224, 0.0335,
            1.0052, 0.0348, 0.9876, 0.0361, 0.9696, 0.0373, 0.9514, 0.0384, 1.0723, 0.0366,
            1.0526, 0.0375, 1.0327, 0.0385, 1.0126, 0.0393, 0.9926, 0.0402, 0.9725, 0.0409,
            0.9996, 0.0401, 0.9794, 0.0405, 0.9594, 0.0409, 0.9396, 0.0413, 0.92, 0.0417,
            0.9007, 0.0421, 1.0392, 0.0448, 1.0158, 0.0449, 0.9928, 0.0451, 0.9703, 0.0452,
            0.9481, 0.0454, 0.9264, 0.0457, 1.1384, 0.045, 1.1126, 0.0454, 1.0872, 0.0458,
            1.0621, 0.0462, 1.0374, 0.0466, 1.013, 0.0471, 1.1912, 0.0366, 1.1693, 0.0374,
            1.1472, 0.0383, 1.1251, 0.0393, 1.1028, 0.0403, 1.0804, 0.0413, 0.9861, 0.019,
            0.9766, 0.0199, 0.9668, 0.0208, 0.9566, 0.0218, 0.9461, 0.0229, 0.9352, 0.024,
            0.9658, 0.0079, 0.962, 0.0084, 0.9579, 0.009, 0.9535, 0.0096, 0.9489, 0.0103,
            0.944, 0.0111, 1.0392, 0.0398, 1.0184, 0.0405, 0.9976, 0.0411, 0.9769, 0.0416,
            0.9564, 0.0422, 0.9361, 0.0427, 1.1912, 0.0481, 1.1624, 0.0484, 1.134, 0.0486,
            1.1062, 0.0489, 1.0789, 0.0492, 1.0522, 0.0494, 1.1912, 0.0486, 1.162, 0.0489,
            1.1334, 0.0492, 1.1053, 0.0495, 1.0777, 0.0498, 1.0507, 0.0501, 1.1912, 0.0408,
            1.1667, 0.0415, 1.1423, 0.0422, 1.118, 0.0429, 1.0938, 0.0437, 1.0697, 0.0444,
            0.9996, 0.0238, 0.9876, 0.0247, 0.9753, 0.0255, 0.9627, 0.0265, 0.9499, 0.0274,
            0.9368, 0.0285, 0.9658, 0.0116, 0.9602, 0.0122, 0.9543, 0.0129, 0.9481, 0.0136,
            0.9416, 0.0143, 0.9348, 0.0152, 1.0392, 0.0443, 1.016, 0.0447, 0.9932, 0.045,
            0.9706, 0.0454, 0.9484, 0.0457, 0.9266, 0.0461, 1.2727, 0.0462, 1.2431, 0.0468,
            1.2138, 0.0473, 1.1848, 0.0479, 1.1562, 0.0485, 1.128, 0.0491, 1.1384, 0.0308,
            1.1208, 0.0317, 1.1029, 0.0326, 1.0847, 0.0336, 1.0664, 0.0346, 1.0478, 0.0356,
            0.9658, 0.0151, 0.9584, 0.0159, 0.9508, 0.0166, 0.9428, 0.0174, 0.9345, 0.0183,
            0.9259, 0.0192, 0.9861, 0.0287, 0.9718, 0.0295, 0.9573, 0.0303, 0.9427, 0.0312,
            0.9279, 0.0321, 0.9129, 0.033, 0.9658, 0.0175, 0.9573, 0.0183, 0.9484, 0.0191,
            0.9393, 0.02, 0.9298, 0.0209, 0.92, 0.0219, 0.9658, 0.0085, 0.9617, 0.009,
            0.9573, 0.0095, 0.9527, 0.0101, 0.9478, 0.0108, 0.9427, 0.0115, 0.9861, 0.0092,
            0.9815, 0.0098, 0.9766, 0.0104, 0.9715, 0.011, 0.9661, 0.0117, 0.9604, 0.0125,
            1.0886, 1.0657, 1.0431, 1.0209, 0.999, 0.9773, 0.01
        ])
